,ISIN number,Bloomberg Ticker,Activ Ticker,Last Price,Current % Mkt Cap,Projected % Mkt Cap,Current PFF Shares,Projected PFF Shares,Difference
96,US73317H2067,BPOPM Pfd,BPOPM,25.545,0.0552,0.05628,302018.0,307927.0,5909.0
97,BMG162491648,BPYPN Pfd,BPYPN,18.28,0.11357,0.11579,868336.0,885309.0,16973.0
98,BMG1624R1079,BPYPM Pfd,BPYPM,19,0.27289,0.27822,2007401.0,2046609.0,39208.0
99,BMG162491564,BPYPO Pfd,BPYPO,19.4,0.10413,0.10616,750195.0,764820.0,14625.0
100,BMG162491499,BPYPP Pfd,BPYPP,20.74,0.08166,0.08325,550302.0,561016.0,10714.0
101,US1127142099,DTLA Pfd,DTLA,,0.01233,0.01257,,,
102,US1011372067,BSX A Pfd,BSXpA,114.541,0.62023,0.63236,756819.0,771620.0,14801.0
103,US05614L5066,BWNB Pfd,BWNB,22.375,0.07279,0.07421,454683.0,463553.0,8870.0
104,US05614L4077,BW A Pfd,BWpA,18.4,0.07578,0.07726,575621.0,586863.0,11242.0
105,US05614L3087,BWSN Pfd,BWSN,24.61,0.08458,0.08623,480348.0,489719.0,9371.0
106,US1729673418,C K Pfd,CpK,25.2,0.80925,0.82507,4488304.0,4576046.0,87742.0
107,US1729673582,C J Pfd,CpJ,25.46,0.51954,0.5297,2852074.0,2907848.0,55774.0
108,US1730802014,C N Pfd,CpN,28.67,1.38317,1.41021,6742920.0,6874739.0,131819.0
109,US12740C2026,CADE A Pfd,CADEpA,21.89,0.08111,0.0827,517880.0,528032.0,10152.0
110,CASHUSD00000,,,,0.20619,0.0,,,
111,US14167R2094,MTBCP Pfd,MTBCP,target not permissioned,0.0666,0.0679,,,
112,US1506025063,CDR C Pfd,CDRpC,12.1,0.03249,0.03312,375288.0,382565.0,7277.0
113,US1746104025,CFG E Pfd,CFGpE,21.75,0.21024,0.21435,1351003.0,1377414.0,26411.0
114,US1746102045,CFG D Pfd,CFGpD,25.4,0.16368,0.16688,900662.0,918271.0,17609.0
115,US2298993070,CFR B Pfd,CFRpB,20.29,0.06538,0.06665,450363.0,459112.0,8749.0
116,US14314C1053,CGABL Pfd,CGABL,19.19,0.206,0.21002,1500349.0,1529628.0,29279.0
117,US15957P2048,CHRB Pfd,CHRB,13.67,0.03964,0.04042,405289.0,413264.0,7975.0
118,US12542R7044,CHSCM Pfd,CHSCM,25.305,0.26765,0.27288,1478295.0,1507181.0,28886.0
119,US12542R5063,CHSCN Pfd,CHSCN,25.74,0.23231,0.23685,1261419.0,1286071.0,24652.0
120,US12542R8034,CHSCL Pfd,CHSCL,26.1,0.29057,0.29625,1556003.0,1586419.0,30416.0
121,US12542R3084,CHSCO Pfd,CHSCO,26.4,0.30411,0.31005,1610004.0,1641451.0,31447.0
122,US12542R2094,CHSCP Pfd,CHSCP,29.325,0.19398,0.19777,924526.0,942589.0,18063.0
123,US16934Q5053,CIM C Pfd,CIMpC,20.87,0.11656,0.11883,780598.0,795800.0,15202.0
124,US16934Q6044,CIM D Pfd,CIMpD,21.8,0.09365,0.09548,600415.0,612147.0,11732.0
125,US16934Q4064,CIM B Pfd,CIMpB,22.61,0.15784,0.16093,975701.0,994802.0,19101.0
126,US16934Q3074,CIM A Pfd,CIMpA,21.97,0.06843,0.06977,435328.0,443853.0,8525.0
127,US1785872003,CIO A Pfd,CIOpA,22.28,0.0536,0.05465,336240.0,342827.0,6587.0
128,US16208T2015,CLDT A Pfd,CLDTpA,22.2247,0.05729,0.05841,360282.0,367326.0,7044.0
129,JE00BM91P354,CLVT A Pfd,CLVTpA,47.97,0.37295,0.38024,1086628.0,1107868.0,21240.0
130,US1258968379,CMS C Pfd,CMSpC,19.43,0.09599,0.09787,690484.0,704007.0,13523.0
131,US1258968601,CMSA Pfd,CMSA,23.815,0.10231,0.10431,600437.0,612175.0,11738.0
132,US1258968528,CMSC Pfd,CMSC,24.7,0.14856,0.15146,840630.0,857040.0,16410.0
133,US1258968452,CMSD Pfd,CMSD,24.7,0.33425,0.34079,1891362.0,1928368.0,37006.0
134,US12621E3018,CNO A Pfd,CNOpA,17.8,0.05735,0.05847,450312.0,459106.0,8794.0
135,US20786W5031,CNOBP Pfd,CNOBP,21.7808,0.05434,0.05541,348695.0,355561.0,6866.0
136,US20451Q2030,CODI A Pfd,CODIpA,24.5,0.05263,0.05366,300239.0,306115.0,5876.0
137,US20451Q3020,CODI B Pfd,CODIpB,25,0.0537,0.05475,300216.0,306087.0,5871.0
138,US20451Q4010,CODI C Pfd,CODIpC,25.15,0.06213,0.06334,345274.0,351998.0,6724.0
139,US14040H7338,COF N Pfd,COFpN,18.45,0.16843,0.17172,1275919.0,1300842.0,24923.0
140,US14040H7585,COF L Pfd,COFpL,18.61,0.26983,0.2751,2026488.0,2066067.0,39579.0
141,US14040H7742,COF K Pfd,COFpK,19.7306,0.05298,0.05401,375294.0,382590.0,7296.0
142,US14040H7825,COF J Pfd,COFpJ,20.36,0.54667,0.55736,3752732.0,3826116.0,73384.0
143,US14040H8245,COF I Pfd,COFpI,21.34,0.68758,0.70102,4503280.0,4591305.0,88025.0
144,US19247G2066,IIVIP Pfd,IIVIP,198.2,0.24458,0.24936,172472.0,175842.0,3370.0
145,US21870U3041,CORR A Pfd,CORRpA,7.12,0.01981,0.0202,388870.0,396526.0,7656.0
146,US2236228043,COWNL Pfd,COWNL,25.48,0.05473,0.0558,300211.0,306080.0,5869.0
147,US16842Q2093,CSSEP Pfd,CSSEP,19.94,0.04362,0.04447,305746.0,311704.0,5958.0
148,US74913G8814,CTBB Pfd,CTBB,19.48,0.40902,0.41702,2934646.0,2992045.0,57399.0
149,US74913G8731,CTDD Pfd,CTDD,19.95,0.28283,0.28836,1981448.0,2020190.0,38742.0
150,US2635343070,CTA B Pfd,CTApB,94,0.08445,0.0861,125566.0,128019.0,2453.0
151,US25401T5048,DBRG H Pfd,DBRGpH,22.67,0.10263,0.10463,632737.0,645067.0,12330.0
152,US25401T3068,DBRG J Pfd,DBRGpJ,22.39,0.14058,0.14333,877545.0,894712.0,17167.0
153,US25401T4058,DBRG I Pfd,DBRGpI,22.6199,0.15778,0.16086,974903.0,993934.0,19031.0
154,US25432X2018,DCOMP Pfd,DCOMP,21.22,0.06076,0.06194,400196.0,407968.0,7772.0
155,US23311P2092,DCP B Pfd,DCPpB,25.3201,0.0877,0.08942,484099.0,493593.0,9494.0
156,US23311P3082,DCP C Pfd,DCPpC,25.3263,0.05984,0.06101,330233.0,336689.0,6456.0
157,US25406P2002,DDT Pfd,DDT,25.5,0.10955,0.11169,600444.0,612173.0,11729.0
158,US25525P2065,DHCNI Pfd,DHCNI,11.56,0.08691,0.08861,1050781.0,1071334.0,20553.0
159,US25525P3055,DHCNL Pfd,DHCNL,12.3,0.06605,0.06734,750530.0,765188.0,14658.0
160,US2358514097,DHR B Pfd,DHRpB,1320.33,1.20607,1.22964,127670.0,130165.0,2495.0
161,US2538688225,DLR L Pfd,DLRpL,23.09,0.17111,0.17446,1035742.0,1056020.0,20278.0
162,US2538688555,DLR J Pfd,DLRpJ,23.2566,0.09991,0.10186,600431.0,612150.0,11719.0
163,US2538688308,DLR K Pfd,DLRpK,24.94,0.1125,0.1147,630458.0,642787.0,12329.0
164,US2527844003,DRH A Pfd,DRHpA,25.47,0.0651,0.06638,357233.0,364257.0,7024.0
165,US2333318267,DTB Pfd,DTB,20.68,0.10217,0.10417,690515.0,704032.0,13517.0
166,US2333318184,DTG Pfd,DTG,19.83,0.11927,0.1216,840637.0,857060.0,16423.0
167,US2333318598,DTW Pfd,DTW,24.13,0.20733,0.21138,1200895.0,1224353.0,23458.0
168,US26441C4024,DUKB Pfd,DUKB,24.98,0.26829,0.27353,1501109.0,1530427.0,29318.0
169,US26441C5013,DUK A Pfd,DUKpA,25.59,0.54968,0.56042,3002201.0,3060860.0,58659.0
170,US26817Q8785,DX C Pfd,DXpC,23,0.05509,0.05616,334769.0,341271.0,6502.0
171,US28852N3070,EFC B Pfd,EFCpB,19.85,0.05138,0.05239,361771.0,368882.0,7111.0
172,US28852N2080,EFC A Pfd,EFCpA,21.97,0.05427,0.05533,345247.0,351990.0,6743.0
173,US78410V2007,SCE L Pfd,SCEpL,20.13,0.20539,0.2094,1426053.0,1453895.0,27842.0
174,US78407R2040,SCE G Pfd,SCEpG,20.3922,0.09637,0.09825,660508.0,673393.0,12885.0
175,US78409G2066,SCE J Pfd,SCEpJ,20.25,0.14137,0.14413,975736.0,994786.0,19050.0
176,US78409W2017,SCE K Pfd,SCEpK,22.56,0.14538,0.14822,900670.0,918265.0,17595.0
177,US78409B2079,SCE H Pfd,SCEpH,22.8,0.13468,0.13731,825598.0,841720.0,16122.0
178,US29250N4777,ENBA Pfd,ENBA,24.97,0.32182,0.32811,1801336.0,1836543.0,35207.0
179,US26884U2087,EPR C Pfd,EPRpC,19.99,0.05892,0.06008,411955.0,420066.0,8111.0
180,US26884U5056,EPR G Pfd,EPRpG,19.96,0.06431,0.06557,450317.0,459140.0,8823.0
181,US26884U3077,EPR E Pfd,EPRpE,28.25,0.0526,0.05363,260236.0,265332.0,5096.0
182,US2946282017,EQC D Pfd,EQCpD,25.7,0.06715,0.06846,365185.0,372309.0,7124.0
183,US29452E4089,EQH C Pfd,EQHpC,19.215,0.12382,0.12624,900639.0,918241.0,17602.0
184,US29452E2000,EQH A Pfd,EQHpA,22.32,0.38355,0.39105,2401751.0,2448715.0,46964.0
185,US29359U1097,ESGRP Pfd,ESGRP,23.745,0.20398,0.20796,1200648.0,1224074.0,23426.0
186,US29359U2087,ESGRO Pfd,ESGRO,24.13,0.05694,0.05806,329807.0,336295.0,6488.0
187,US29273V4077,ET C Pfd,ETpC,24.43,0.23614,0.24076,1350972.0,1377403.0,26431.0
188,US29273V6056,ET E Pfd,ETpE,24.2,0.41586,0.42399,2401773.0,2448727.0,46954.0
189,US29273V5066,ET D Pfd,ETpD,24.44,0.23361,0.23818,1335950.0,1362085.0,26135.0
190,US29364D1000,EAI Pfd,EAI,22.99,0.20247,0.20643,1230897.0,1254972.0,24075.0
191,US29364W1080,ELC Pfd,ELC,23.08,0.13386,0.13647,810616.0,826421.0,15805.0
192,US29364N1081,EMP Pfd,EMP,22.93,0.12806,0.13056,780566.0,795804.0,15238.0
193,US29364P1030,ENO Pfd,ENO,24.32,0.05746,0.05859,330219.0,336713.0,6494.0
194,US3453708378,F C Pfd,FpC,24.15,0.415,0.42311,2401768.0,2448704.0,46936.0
195,US3453708451,F B Pfd,FpB,24.59,0.39615,0.40389,2251652.0,2295645.0,43993.0
196,US3453708113,F D Pfd,FpD,24.5,0.31576,0.32193,1801321.0,1836519.0,35198.0
197,US3131488351,AGM G Pfd,AGMpG,20.541,0.05515,0.05623,375253.0,382601.0,7348.0
198,US3131488435,AGM F Pfd,AGMpF,22,0.05671,0.05782,360277.0,367329.0,7052.0
199,US3131488682,AGM D Pfd,AGMpD,24,0.05155,0.05256,300205.0,306087.0,5882.0
200,US30258N5014,FATBP Pfd,FATBP,17.9,0.07001,0.07138,546647.0,557344.0,10697.0
201,US35243J2006,FBRT E Pfd,FBRTpE,20.799,0.11537,0.11762,775266.0,790385.0,15119.0
202,US3196263053,FCNCP Pfd,FCNCP,22.34,0.16563,0.16887,1036230.0,1056500.0,20270.0
203,US31959X2027,FCNCO Pfd,FCNCO,21.97,0.09438,0.09623,600413.0,612182.0,11769.0
204,US26943B4077,FCRX Pfd,FCRX,23.584,0.05654,0.05764,335072.0,341591.0,6519.0
205,US3205178656,FHN F Pfd,FHNpF,21.95,0.07072,0.07211,450306.0,459157.0,8851.0
206,US3205178086,FHN D Pfd,FHNpD,25.06,0.05383,0.05488,300223.0,306079.0,5856.0
207,US3205174028,FHN E Pfd,FHNpE,25.365,0.08173,0.08332,450346.0,459108.0,8762.0
208,US3167738604,FITBO Pfd,FITBO,23.38,0.12555,0.12801,750537.0,765243.0,14706.0
209,US3167738869,FITBP Pfd,FITBP,24.73,0.10594,0.10801,598737.0,610436.0,11699.0
210,US3167736053,FITBI Pfd,FITBI,25.29,0.24446,0.24923,1351012.0,1377373.0,26361.0
211,US30255P1030,FNB E Pfd,FNBpE,25.47,0.06066,0.06185,332869.0,339399.0,6530.0
212,US34988V3042,FOSLL Pfd,FOSLL,17.15,0.0549,0.05598,447413.0,456214.0,8801.0
213,US33616C7204,FRC M Pfd,FRCpM,17.82,0.28708,0.2927,2251621.0,2295700.0,44079.0
214,US33616C7618,FRC K Pfd,FRCpK,18.28,0.19633,0.20017,1501103.0,1530463.0,29360.0
215,US33616C7469,FRC L Pfd,FRCpL,18.3,0.29383,0.29958,2244115.0,2288031.0,43916.0
216,US33616C6966,FRC N Pfd,FRCpN,19.12,0.30392,0.30986,2221629.0,2265050.0,43421.0
217,US33616C7873,FRC J Pfd,FRCpJ,20.68,0.17546,0.17889,1185844.0,1209026.0,23182.0
218,US33616C8111,FRC H Pfd,FRCpH,22.11,0.09499,0.09684,600467.0,612162.0,11695.0
219,US3361588037,FRC I Pfd,FRCpI,24.01,0.15472,0.15775,900647.0,918285.0,17638.0
220,US35180X2045,FRGAP Pfd,FRGAP,23.49,0.05753,0.05865,342304.0,348968.0,6664.0
221,US3137452005,FRT C Pfd,FRTpC,22.16,0.0714,0.0728,450328.0,459158.0,8830.0
222,KYG3730V1216,,,,0.06173,0.06294,,,
223,KYG3730V1133,,,,0.0541,0.05515,,,
224,KYG3730V1398,,,,0.05233,0.05335,,,
225,US3602713089,FULTP Pfd,FULTP,21.07,0.09108,0.09286,604169.0,615977.0,11808.0
226,US3765468836,GAINZ Pfd,GAINZ,23.0016,0.06676,0.06807,405656.0,413616.0,7960.0
227,US3765468000,GAINN Pfd,GAINN,23.24,0.06387,0.06512,384115.0,391632.0,7517.0
228,US36168Q1206,GFLU Pfd,GFLU,69.78,0.43994,0.44854,881176.0,898401.0,17225.0
229,US37959E3009,GL D Pfd,GLpD,19.62,0.13697,0.13965,975723.0,994814.0,19091.0
230,US3793784097,GNL B Pfd,GNLpB,23.65,0.05964,0.0608,352457.0,359313.0,6856.0
231,US3793783008,GNL A Pfd,GNLpA,23.97,0.08752,0.08923,510316.0,520287.0,9971.0
232,US3765368846,GOODO Pfd,GOODO,22,0.04719,0.04811,299797.0,305642.0,5845.0
233,US38741L3050,GPMT A Pfd,GPMTpA,18.68,0.08255,0.08417,617647.0,629768.0,12121.0
234,US38144X6094,GS C Pfd,GSpC,21.6,0.09279,0.09461,600409.0,612186.0,11777.0
235,US38143Y6656,GS A Pfd,GSpA,21.39,0.34459,0.35133,2251604.0,2295644.0,44040.0
236,US38144G8042,GS D Pfd,GSpD,21.5,0.62345,0.63564,4052876.0,4132120.0,79244.0
237,US38145G3083,GS J Pfd,GSpJ,24.92,0.53529,0.54575,3002211.0,3060877.0,58666.0
238,US38148B1089,GS K Pfd,GSpK,25.33,0.38087,0.38831,2101560.0,2142612.0,41052.0
239,MHY271831213,GSL B Pfd,GSLpB,25.21,0.05901,0.06017,327154.0,333586.0,6432.0
240,US16115Q4073,,,,0.25081,0.25572,,,
241,US4461508230,HBANP Pfd,HBANP,20.05,0.21534,0.21955,1501103.0,1530450.0,29347.0
242,US4461507810,HBANM Pfd,HBANM,23.9,0.08958,0.09133,523858.0,534092.0,10234.0
243,US4165186036,HIG G Pfd,HIGpG,25.64,0.19001,0.19372,1035759.0,1055982.0,20223.0
244,US4440973075,HPP C Pfd,HPPpC,14.85,0.13557,0.13822,1275961.0,1300902.0,24941.0
245,US4278256098,HT D Pfd,HTpD,21.5831,0.08926,0.09101,578020.0,589353.0,11333.0
246,US4278257088,HT E Pfd,HTpE,21.5325,0.04627,0.04717,300334.0,306176.0,5842.0
247,US42234Q2012,HTLFP Pfd,HTLFP,26.03,0.0643,0.06556,345253.0,352018.0,6765.0
248,US4101204067,HWCPZ Pfd,HWCPZ,25,0.09337,0.0952,521996.0,532227.0,10231.0
249,US8660827044,INN F Pfd,INNpF,21.88,0.047,0.04792,300228.0,306104.0,5876.0
250,US8660826053,INN E Pfd,INNpE,22.165,0.07618,0.07767,480367.0,489763.0,9396.0
251,US46131B5066,IVR C Pfd,IVRpC,21.6,0.09067,0.09244,586692.0,598145.0,11453.0
252,US46131B4077,IVR B Pfd,IVRpB,22.39,0.05456,0.05562,340581.0,347198.0,6617.0
253,US48128B5232,JPM M Pfd,JPMpM,19.36,0.83172,0.84257,6004432.0,6082761.0,78329.0
254,US48128B5802,JPM K Pfd,JPMpK,20.9,0.67341,0.68219,4503326.0,4562041.0,58715.0
255,US48128B5497,JPM L Pfd,JPMpL,21.13,0.83967,0.85063,5554043.0,5626539.0,72496.0
256,US48128B6222,JPM J Pfd,JPMpJ,21.64,0.41835,0.42381,2701983.0,2737247.0,35264.0
257,US48128B6552,JPM D Pfd,JPMpD,25.04,0.91235,0.92426,5092456.0,5158934.0,66478.0
258,US48128B6487,JPM C Pfd,JPMpC,25.5,1.01333,1.02655,5554064.0,5626522.0,72458.0
259,US4932678687,KEY K Pfd,KEYpK,24.28,0.23469,0.23928,1350971.0,1377393.0,26422.0
260,US4932678760,KEY J Pfd,KEYpJ,24.3,0.22184,0.22617,1275950.0,1300855.0,24905.0
261,US4932677028,KEY I Pfd,KEYpI,25.79,0.27699,0.2824,1501111.0,1530430.0,29319.0
262,US4932678430,KEY L Pfd,KEYpL,25.45,0.328,0.33442,1801301.0,1836558.0,35257.0
263,US49446R7373,KIM L Pfd,KIMpL,22.43,0.10775,0.10986,671410.0,684558.0,13148.0
264,US49446R7118,KIM M Pfd,KIMpM,22.55,0.12702,0.1295,787274.0,802645.0,15371.0
265,US48253M1045,KKRS Pfd,KKRS,19.61,0.21061,0.21473,1501072.0,1530436.0,29364.0
266,US48251W4015,KKR C Pfd,KKRpC,71,0.87641,0.89354,1725238.0,1758959.0,33721.0
267,US2836782092,EP C Pfd,EPpC,46.1,0.11001,0.11217,333527.0,340076.0,6549.0
268,US4884013081,KMPB Pfd,KMPB,21.51,0.06931,0.07066,450356.0,459128.0,8772.0
269,US48251K2096,KREF A Pfd,KREFpA,20.87,0.14693,0.1498,983984.0,1003205.0,19221.0
270,US3765493099,LANDO Pfd,LANDO,25.24,0.07967,0.08123,441170.0,449808.0,8638.0
271,US5303075031,LBRDP Pfd,LBRDP,24.11,0.09347,0.0953,541845.0,552454.0,10609.0
272,US5341878859,,,,0.30395,0.30989,,,
273,US5290433094,LXP C Pfd,LXPpC,48.8722,0.05213,0.05315,149082.0,151999.0,2917.0
274,US58844R6036,MBINO Pfd,MBINO,23.68,0.06358,0.06482,375266.0,382585.0,7319.0
275,US58844R7026,MBINN Pfd,MBINN,23.15,0.09688,0.09877,584902.0,596313.0,11411.0
276,US58844R8842,MBINM Pfd,MBINM,27.45,0.0839,0.08554,427189.0,435539.0,8350.0
277,US59156R5046,MET A Pfd,METpA,23.45,0.30223,0.30813,1801336.0,1836501.0,35165.0
278,US59156R8503,MET F Pfd,METpF,22.15,0.47579,0.48509,3002214.0,3060897.0,58683.0
279,US59156R8768,MET E Pfd,METpE,24.9,0.43056,0.43898,2416765.0,2464027.0,47262.0
280,US55272X5086,MFA C Pfd,MFApC,19.14,0.11306,0.11527,825595.0,841733.0,16138.0
281,US55272X4097,MFA B Pfd,MFApB,19.995,0.0859,0.08758,600443.0,612186.0,11743.0
282,US5602923022,MHLA Pfd,MHLA,16.81,0.03972,0.0405,330249.0,336734.0,6485.0
283,US56029Q4082,MHNC Pfd,MHNC,18.33,0.06004,0.06122,457803.0,466800.0,8997.0
284,US61747S5047,MS A Pfd,MSpA,21.66,0.51179,0.52179,3302429.0,3366956.0,64527.0
285,US61762V8616,MS O Pfd,MSpO,19.06,0.53224,0.54264,3902876.0,3979138.0,76262.0
286,US61762V8046,MS L Pfd,MSpL,22.85,0.24541,0.25021,1501088.0,1530448.0,29360.0
287,US61762V6065,MS K Pfd,MSpK,25.19,0.54109,0.55166,3002213.0,3060860.0,58647.0
288,US61761J4067,MS I Pfd,MSpI,25.61,0.55011,0.56086,3002203.0,3060871.0,58668.0
289,US61762V8533,MS P Pfd,MSpP,26.04,0.55935,0.57028,3002222.0,3060887.0,58665.0
290,US61763E2072,MS F Pfd,MSpF,25.33,0.46248,0.47152,2551866.0,2601747.0,49881.0
291,US61762V2007,MS E Pfd,MSpE,25.54,0.47317,0.48242,2589384.0,2640004.0,50620.0
292,US5977423038,MSBIP Pfd,MSBIP,26.35,0.06534,0.06661,346576.0,353312.0,6736.0
293,US55261F8721,MTB H Pfd,MTBpH,25.7,0.13801,0.14071,750546.0,765230.0,14684.0
294,US03938L3024,MTCN Pfd,MTCN,72.09,0.94319,0.96163,1828623.0,1864374.0,35751.0
295,US63938C4050,JSM Pfd,JSM,21.475,0.13887,0.14158,903806.0,921444.0,17638.0
296,US65339F7704,NEE P Pfd,NEEpP,51.14,1.37178,0.0,3749073.0,0.0,-3749073.0
297,US65339K8606,NEE N Pfd,NEEpN,25.35,0.37436,0.38168,2064009.0,2104367.0,40358.0
298,US65339F7399,NEE Q Pfd,NEEpQ,49.7,1.05221,1.07278,2959008.0,3016855.0,57847.0
299,US65339F7134,NEEXU Pfd,NEEXU,,1.04448,1.06489,,,
300,US6525267083,NEWTZ Pfd,NEWTZ,24.2,0.05183,0.05285,299341.0,305232.0,5891.0
301,US62913M2061,NGL B Pfd,NGLpB,20.5,0.13855,0.14126,944611.0,963087.0,18476.0
302,US65473P8813,NI B Pfd,NIpB,25.44,0.27323,0.27857,1501106.0,1530444.0,29338.0
303,US65473P1214,NIMC Pfd,NIMC,104.13,0.47729,0.48662,640629.0,653152.0,12523.0
304,US0357108622,NLY G Pfd,NLYpG,24.43,0.22302,0.22738,1275911.0,1300855.0,24944.0
305,US0357108473,NLY I Pfd,NLYpI,23.87,0.22688,0.23132,1328446.0,1354443.0,25997.0
306,US0357108705,NLY F Pfd,NLYpF,25.35,0.39206,0.39972,2161597.0,2203830.0,42233.0
307,US6374321056,NRUC Pfd,NRUC,24.02,0.12899,0.13151,750556.0,765219.0,14663.0
308,US6378702053,NSA A Pfd,NSApA,24.62,0.11922,0.12155,676801.0,690029.0,13228.0
309,US67059T2042,NSS Pfd,NSS,25.68,0.22202,0.22636,1208362.0,1231983.0,23621.0
310,US67058H3003,NS B Pfd,NSpB,23.94,0.19798,0.20185,1155839.0,1178433.0,22594.0
311,US67058H2013,NS A Pfd,NSpA,25.59,0.1245,0.12694,679985.0,693311.0,13326.0
312,US67058H4092,NS C Pfd,NSpC,25.89,0.09593,0.09781,517872.0,528021.0,10149.0
313,US6658598569,NTRSO Pfd,NTRSO,22.375,0.19225,0.19601,1200891.0,1224377.0,23486.0
314,US64944P3073,NYCB U Pfd,NYCBpU,44.348,0.06857,0.06991,216103.0,220326.0,4223.0
315,US6494452021,NYCB A Pfd,NYCBpA,24.35,0.26937,0.27463,1546146.0,1576337.0,30191.0
316,US6496048652,NYMTL Pfd,NYMTL,19.6,0.06052,0.0617,431562.0,439976.0,8414.0
317,US6496048736,NYMTM Pfd,NYMTM,22.516,0.09015,0.09191,559596.0,570521.0,10925.0
318,US6496048819,NYMTN Pfd,NYMTN,20.99,0.06906,0.07041,459848.0,468837.0,8989.0
319,US6740014096,OAK B Pfd,OAKpB,23.76,0.11994,0.12228,705534.0,719298.0,13764.0
320,US6740013007,OAK A Pfd,OAKpA,24,0.09279,0.09461,540369.0,550967.0,10598.0
321,US68003D2045,ONBPP Pfd,ONBPP,25.5499,0.05902,0.06017,322857.0,329148.0,6291.0
322,US68003D3035,ONBPO Pfd,ONBPO,25.3601,0.06734,0.06865,371127.0,378346.0,7219.0
323,US67623C2089,OPINL Pfd,OPINL,20.7,0.07172,0.07312,484250.0,493703.0,9453.0
324,US06417N2027,OZKAP Pfd,OZKAP,18.32,0.13931,0.14203,1062813.0,1083564.0,20751.0
325,US6952632023,PACWP Pfd,PACWP,26.05,0.28703,0.29264,1539996.0,1570096.0,30100.0
326,US92556H3057,PARAP Pfd,PARAP,34.35,0.18603,0.18967,756931.0,771742.0,14811.0
327,US7244795065,PBI B Pfd,PBIpB,20.54,0.18751,0.19118,1275922.0,1300895.0,24973.0
328,US69331C1403,PCGU Pfd,PCGU,138.93,1.19621,1.21959,1203404.0,1226925.0,23521.0
329,US6943082064,PCG A Pfd,PCGpA,21.8,0.04931,0.05027,316139.0,322294.0,6155.0
330,US70509V8862,PEB H Pfd,PEBpH,19.4,0.10418,0.10622,750555.0,765252.0,14697.0
331,US70509V7047,PEB F Pfd,PEBpF,20.96,0.06753,0.06885,450304.0,459106.0,8802.0
332,US70509V6056,PEB E Pfd,PEBpE,21,0.04962,0.05059,330246.0,336702.0,6456.0
333,US70509V8037,PEB G Pfd,PEBpG,21.12,0.10434,0.10638,690489.0,703990.0,13501.0
334,US70931T5092,PMT C Pfd,PMTpC,19.98,0.10729,0.10939,750523.0,765213.0,14690.0
335,US70931T4004,PMT B Pfd,PMTpB,23.96,0.10036,0.10232,585429.0,596862.0,11433.0
336,US70931T3014,PMT A Pfd,PMTpA,24.6,0.06077,0.06196,345266.0,352027.0,6761.0
337,US72346Q3020,PNFPP Pfd,PNFPP,25.25,0.12203,0.12442,675469.0,688698.0,13229.0
338,BMG686031698,PRE J Pfd,PREpJ,21.65,0.09301,0.09483,600443.0,612192.0,11749.0
